id,category,sentence
463,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
464,사회,정치는 국민이 아니라 이미지 싸움이더라.
465,사회,세금은 잘도 걷는데 복지는 사라졌네?
466,사회,사과는 했는데 책임은 없대.
467,사회,투표는 했는데 결과는 항상 똑같네?
468,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
469,사회,이해충돌? 그건 권력자에겐 예외지.
470,사회,위기를 기회로 만든다며 남의 집을 태우더라.
471,사회,공정은 우리 편일 때만 외치는 거지.
472,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
473,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
474,사회,정치는 국민이 아니라 이미지 싸움이더라.
475,사회,세금은 잘도 걷는데 복지는 사라졌네?
476,사회,사과는 했는데 책임은 없대.
477,사회,투표는 했는데 결과는 항상 똑같네?
478,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
479,사회,이해충돌? 그건 권력자에겐 예외지.
480,사회,위기를 기회로 만든다며 남의 집을 태우더라.
481,사회,공정은 우리 편일 때만 외치는 거지.
482,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
483,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
484,사회,정치는 국민이 아니라 이미지 싸움이더라.
485,사회,세금은 잘도 걷는데 복지는 사라졌네?
486,사회,사과는 했는데 책임은 없대.
487,사회,투표는 했는데 결과는 항상 똑같네?
488,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
489,사회,이해충돌? 그건 권력자에겐 예외지.
490,사회,위기를 기회로 만든다며 남의 집을 태우더라.
491,사회,공정은 우리 편일 때만 외치는 거지.
492,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
493,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
494,사회,정치는 국민이 아니라 이미지 싸움이더라.
495,사회,세금은 잘도 걷는데 복지는 사라졌네?
496,사회,사과는 했는데 책임은 없대.
497,사회,투표는 했는데 결과는 항상 똑같네?
498,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
499,사회,이해충돌? 그건 권력자에겐 예외지.
500,사회,위기를 기회로 만든다며 남의 집을 태우더라.
501,사회,공정은 우리 편일 때만 외치는 거지.
502,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
503,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
504,사회,정치는 국민이 아니라 이미지 싸움이더라.
505,사회,세금은 잘도 걷는데 복지는 사라졌네?
506,사회,사과는 했는데 책임은 없대.
507,사회,투표는 했는데 결과는 항상 똑같네?
508,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
509,사회,이해충돌? 그건 권력자에겐 예외지.
510,사회,위기를 기회로 만든다며 남의 집을 태우더라.
511,사회,공정은 우리 편일 때만 외치는 거지.
512,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
513,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
514,사회,정치는 국민이 아니라 이미지 싸움이더라.
515,사회,세금은 잘도 걷는데 복지는 사라졌네?
516,사회,사과는 했는데 책임은 없대.
517,사회,투표는 했는데 결과는 항상 똑같네?
518,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
519,사회,이해충돌? 그건 권력자에겐 예외지.
520,사회,위기를 기회로 만든다며 남의 집을 태우더라.
521,사회,공정은 우리 편일 때만 외치는 거지.
522,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
523,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
524,사회,정치는 국민이 아니라 이미지 싸움이더라.
525,사회,세금은 잘도 걷는데 복지는 사라졌네?
526,사회,사과는 했는데 책임은 없대.
527,사회,투표는 했는데 결과는 항상 똑같네?
528,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
529,사회,이해충돌? 그건 권력자에겐 예외지.
530,사회,위기를 기회로 만든다며 남의 집을 태우더라.
531,사회,공정은 우리 편일 때만 외치는 거지.
532,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
533,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
534,사회,정치는 국민이 아니라 이미지 싸움이더라.
535,사회,세금은 잘도 걷는데 복지는 사라졌네?
536,사회,사과는 했는데 책임은 없대.
537,사회,투표는 했는데 결과는 항상 똑같네?
538,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
539,사회,이해충돌? 그건 권력자에겐 예외지.
540,사회,위기를 기회로 만든다며 남의 집을 태우더라.
541,사회,공정은 우리 편일 때만 외치는 거지.
542,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
543,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
544,사회,정치는 국민이 아니라 이미지 싸움이더라.
545,사회,세금은 잘도 걷는데 복지는 사라졌네?
546,사회,사과는 했는데 책임은 없대.
547,사회,투표는 했는데 결과는 항상 똑같네?
548,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
549,사회,이해충돌? 그건 권력자에겐 예외지.
550,사회,위기를 기회로 만든다며 남의 집을 태우더라.
551,사회,공정은 우리 편일 때만 외치는 거지.
552,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
553,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
554,사회,정치는 국민이 아니라 이미지 싸움이더라.
555,사회,세금은 잘도 걷는데 복지는 사라졌네?
556,사회,사과는 했는데 책임은 없대.
557,사회,투표는 했는데 결과는 항상 똑같네?
558,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
559,사회,이해충돌? 그건 권력자에겐 예외지.
560,사회,위기를 기회로 만든다며 남의 집을 태우더라.
561,사회,공정은 우리 편일 때만 외치는 거지.
562,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
563,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
564,사회,정치는 국민이 아니라 이미지 싸움이더라.
565,사회,세금은 잘도 걷는데 복지는 사라졌네?
566,사회,사과는 했는데 책임은 없대.
567,사회,투표는 했는데 결과는 항상 똑같네?
568,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
569,사회,이해충돌? 그건 권력자에겐 예외지.
570,사회,위기를 기회로 만든다며 남의 집을 태우더라.
571,사회,공정은 우리 편일 때만 외치는 거지.
572,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
573,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
574,사회,정치는 국민이 아니라 이미지 싸움이더라.
575,사회,세금은 잘도 걷는데 복지는 사라졌네?
576,사회,사과는 했는데 책임은 없대.
577,사회,투표는 했는데 결과는 항상 똑같네?
578,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
579,사회,이해충돌? 그건 권력자에겐 예외지.
580,사회,위기를 기회로 만든다며 남의 집을 태우더라.
581,사회,공정은 우리 편일 때만 외치는 거지.
582,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
583,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
584,사회,정치는 국민이 아니라 이미지 싸움이더라.
585,사회,세금은 잘도 걷는데 복지는 사라졌네?
586,사회,사과는 했는데 책임은 없대.
587,사회,투표는 했는데 결과는 항상 똑같네?
588,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
589,사회,이해충돌? 그건 권력자에겐 예외지.
590,사회,위기를 기회로 만든다며 남의 집을 태우더라.
591,사회,공정은 우리 편일 때만 외치는 거지.
592,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
593,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
594,사회,정치는 국민이 아니라 이미지 싸움이더라.
595,사회,세금은 잘도 걷는데 복지는 사라졌네?
596,사회,사과는 했는데 책임은 없대.
597,사회,투표는 했는데 결과는 항상 똑같네?
598,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
599,사회,이해충돌? 그건 권력자에겐 예외지.
600,사회,위기를 기회로 만든다며 남의 집을 태우더라.
601,사회,공정은 우리 편일 때만 외치는 거지.
602,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
603,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
604,사회,정치는 국민이 아니라 이미지 싸움이더라.
605,사회,세금은 잘도 걷는데 복지는 사라졌네?
606,사회,사과는 했는데 책임은 없대.
607,사회,투표는 했는데 결과는 항상 똑같네?
608,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
609,사회,이해충돌? 그건 권력자에겐 예외지.
610,사회,위기를 기회로 만든다며 남의 집을 태우더라.
611,사회,공정은 우리 편일 때만 외치는 거지.
612,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
613,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
614,사회,정치는 국민이 아니라 이미지 싸움이더라.
615,사회,세금은 잘도 걷는데 복지는 사라졌네?
616,사회,사과는 했는데 책임은 없대.
617,사회,투표는 했는데 결과는 항상 똑같네?
618,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
619,사회,이해충돌? 그건 권력자에겐 예외지.
620,사회,위기를 기회로 만든다며 남의 집을 태우더라.
621,사회,공정은 우리 편일 때만 외치는 거지.
622,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
623,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
624,사회,정치는 국민이 아니라 이미지 싸움이더라.
625,사회,세금은 잘도 걷는데 복지는 사라졌네?
626,사회,사과는 했는데 책임은 없대.
627,사회,투표는 했는데 결과는 항상 똑같네?
628,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
629,사회,이해충돌? 그건 권력자에겐 예외지.
630,사회,위기를 기회로 만든다며 남의 집을 태우더라.
631,사회,공정은 우리 편일 때만 외치는 거지.
632,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
633,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
634,사회,정치는 국민이 아니라 이미지 싸움이더라.
635,사회,세금은 잘도 걷는데 복지는 사라졌네?
636,사회,사과는 했는데 책임은 없대.
637,사회,투표는 했는데 결과는 항상 똑같네?
638,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
639,사회,이해충돌? 그건 권력자에겐 예외지.
640,사회,위기를 기회로 만든다며 남의 집을 태우더라.
641,사회,공정은 우리 편일 때만 외치는 거지.
642,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
643,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
644,사회,정치는 국민이 아니라 이미지 싸움이더라.
645,사회,세금은 잘도 걷는데 복지는 사라졌네?
646,사회,사과는 했는데 책임은 없대.
647,사회,투표는 했는데 결과는 항상 똑같네?
648,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
649,사회,이해충돌? 그건 권력자에겐 예외지.
650,사회,위기를 기회로 만든다며 남의 집을 태우더라.
651,사회,공정은 우리 편일 때만 외치는 거지.
652,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
653,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
654,사회,정치는 국민이 아니라 이미지 싸움이더라.
655,사회,세금은 잘도 걷는데 복지는 사라졌네?
656,사회,사과는 했는데 책임은 없대.
657,사회,투표는 했는데 결과는 항상 똑같네?
658,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
659,사회,이해충돌? 그건 권력자에겐 예외지.
660,사회,위기를 기회로 만든다며 남의 집을 태우더라.
661,사회,공정은 우리 편일 때만 외치는 거지.
662,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
663,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
664,사회,정치는 국민이 아니라 이미지 싸움이더라.
665,사회,세금은 잘도 걷는데 복지는 사라졌네?
666,사회,사과는 했는데 책임은 없대.
667,사회,투표는 했는데 결과는 항상 똑같네?
668,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
669,사회,이해충돌? 그건 권력자에겐 예외지.
670,사회,위기를 기회로 만든다며 남의 집을 태우더라.
671,사회,공정은 우리 편일 때만 외치는 거지.
672,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
673,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
674,사회,정치는 국민이 아니라 이미지 싸움이더라.
675,사회,세금은 잘도 걷는데 복지는 사라졌네?
676,사회,사과는 했는데 책임은 없대.
677,사회,투표는 했는데 결과는 항상 똑같네?
678,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
679,사회,이해충돌? 그건 권력자에겐 예외지.
680,사회,위기를 기회로 만든다며 남의 집을 태우더라.
681,사회,공정은 우리 편일 때만 외치는 거지.
682,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
683,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
684,사회,정치는 국민이 아니라 이미지 싸움이더라.
685,사회,세금은 잘도 걷는데 복지는 사라졌네?
686,사회,사과는 했는데 책임은 없대.
687,사회,투표는 했는데 결과는 항상 똑같네?
688,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
689,사회,이해충돌? 그건 권력자에겐 예외지.
690,사회,위기를 기회로 만든다며 남의 집을 태우더라.
691,사회,공정은 우리 편일 때만 외치는 거지.
692,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
693,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
694,사회,정치는 국민이 아니라 이미지 싸움이더라.
695,사회,세금은 잘도 걷는데 복지는 사라졌네?
696,사회,사과는 했는데 책임은 없대.
697,사회,투표는 했는데 결과는 항상 똑같네?
698,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
699,사회,이해충돌? 그건 권력자에겐 예외지.
700,사회,위기를 기회로 만든다며 남의 집을 태우더라.
701,사회,공정은 우리 편일 때만 외치는 거지.
702,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
703,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
704,사회,정치는 국민이 아니라 이미지 싸움이더라.
705,사회,세금은 잘도 걷는데 복지는 사라졌네?
706,사회,사과는 했는데 책임은 없대.
707,사회,투표는 했는데 결과는 항상 똑같네?
708,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
709,사회,이해충돌? 그건 권력자에겐 예외지.
710,사회,위기를 기회로 만든다며 남의 집을 태우더라.
711,사회,공정은 우리 편일 때만 외치는 거지.
712,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
713,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
714,사회,정치는 국민이 아니라 이미지 싸움이더라.
715,사회,세금은 잘도 걷는데 복지는 사라졌네?
716,사회,사과는 했는데 책임은 없대.
717,사회,투표는 했는데 결과는 항상 똑같네?
718,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
719,사회,이해충돌? 그건 권력자에겐 예외지.
720,사회,위기를 기회로 만든다며 남의 집을 태우더라.
721,사회,공정은 우리 편일 때만 외치는 거지.
722,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
723,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
724,사회,정치는 국민이 아니라 이미지 싸움이더라.
725,사회,세금은 잘도 걷는데 복지는 사라졌네?
726,사회,사과는 했는데 책임은 없대.
727,사회,투표는 했는데 결과는 항상 똑같네?
728,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
729,사회,이해충돌? 그건 권력자에겐 예외지.
730,사회,위기를 기회로 만든다며 남의 집을 태우더라.
731,사회,공정은 우리 편일 때만 외치는 거지.
732,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
733,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
734,사회,정치는 국민이 아니라 이미지 싸움이더라.
735,사회,세금은 잘도 걷는데 복지는 사라졌네?
736,사회,사과는 했는데 책임은 없대.
737,사회,투표는 했는데 결과는 항상 똑같네?
738,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
739,사회,이해충돌? 그건 권력자에겐 예외지.
740,사회,위기를 기회로 만든다며 남의 집을 태우더라.
741,사회,공정은 우리 편일 때만 외치는 거지.
742,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
743,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
744,사회,정치는 국민이 아니라 이미지 싸움이더라.
745,사회,세금은 잘도 걷는데 복지는 사라졌네?
746,사회,사과는 했는데 책임은 없대.
747,사회,투표는 했는데 결과는 항상 똑같네?
748,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
749,사회,이해충돌? 그건 권력자에겐 예외지.
750,사회,위기를 기회로 만든다며 남의 집을 태우더라.
751,사회,공정은 우리 편일 때만 외치는 거지.
752,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
753,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
754,사회,정치는 국민이 아니라 이미지 싸움이더라.
755,사회,세금은 잘도 걷는데 복지는 사라졌네?
756,사회,사과는 했는데 책임은 없대.
757,사회,투표는 했는데 결과는 항상 똑같네?
758,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
759,사회,이해충돌? 그건 권력자에겐 예외지.
760,사회,위기를 기회로 만든다며 남의 집을 태우더라.
761,사회,공정은 우리 편일 때만 외치는 거지.
762,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
763,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
764,사회,정치는 국민이 아니라 이미지 싸움이더라.
765,사회,세금은 잘도 걷는데 복지는 사라졌네?
766,사회,사과는 했는데 책임은 없대.
767,사회,투표는 했는데 결과는 항상 똑같네?
768,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
769,사회,이해충돌? 그건 권력자에겐 예외지.
770,사회,위기를 기회로 만든다며 남의 집을 태우더라.
771,사회,공정은 우리 편일 때만 외치는 거지.
772,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
773,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
774,사회,정치는 국민이 아니라 이미지 싸움이더라.
775,사회,세금은 잘도 걷는데 복지는 사라졌네?
776,사회,사과는 했는데 책임은 없대.
777,사회,투표는 했는데 결과는 항상 똑같네?
778,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
779,사회,이해충돌? 그건 권력자에겐 예외지.
780,사회,위기를 기회로 만든다며 남의 집을 태우더라.
781,사회,공정은 우리 편일 때만 외치는 거지.
782,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
783,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
784,사회,정치는 국민이 아니라 이미지 싸움이더라.
785,사회,세금은 잘도 걷는데 복지는 사라졌네?
786,사회,사과는 했는데 책임은 없대.
787,사회,투표는 했는데 결과는 항상 똑같네?
788,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
789,사회,이해충돌? 그건 권력자에겐 예외지.
790,사회,위기를 기회로 만든다며 남의 집을 태우더라.
791,사회,공정은 우리 편일 때만 외치는 거지.
792,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
793,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
794,사회,정치는 국민이 아니라 이미지 싸움이더라.
795,사회,세금은 잘도 걷는데 복지는 사라졌네?
796,사회,사과는 했는데 책임은 없대.
797,사회,투표는 했는데 결과는 항상 똑같네?
798,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
799,사회,이해충돌? 그건 권력자에겐 예외지.
800,사회,위기를 기회로 만든다며 남의 집을 태우더라.
801,사회,공정은 우리 편일 때만 외치는 거지.
802,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
803,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
804,사회,정치는 국민이 아니라 이미지 싸움이더라.
805,사회,세금은 잘도 걷는데 복지는 사라졌네?
806,사회,사과는 했는데 책임은 없대.
807,사회,투표는 했는데 결과는 항상 똑같네?
808,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
809,사회,이해충돌? 그건 권력자에겐 예외지.
810,사회,위기를 기회로 만든다며 남의 집을 태우더라.
811,사회,공정은 우리 편일 때만 외치는 거지.
812,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
813,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
814,사회,정치는 국민이 아니라 이미지 싸움이더라.
815,사회,세금은 잘도 걷는데 복지는 사라졌네?
816,사회,사과는 했는데 책임은 없대.
817,사회,투표는 했는데 결과는 항상 똑같네?
818,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
819,사회,이해충돌? 그건 권력자에겐 예외지.
820,사회,위기를 기회로 만든다며 남의 집을 태우더라.
821,사회,공정은 우리 편일 때만 외치는 거지.
822,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
823,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
824,사회,정치는 국민이 아니라 이미지 싸움이더라.
825,사회,세금은 잘도 걷는데 복지는 사라졌네?
826,사회,사과는 했는데 책임은 없대.
827,사회,투표는 했는데 결과는 항상 똑같네?
828,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
829,사회,이해충돌? 그건 권력자에겐 예외지.
830,사회,위기를 기회로 만든다며 남의 집을 태우더라.
831,사회,공정은 우리 편일 때만 외치는 거지.
832,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
833,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
834,사회,정치는 국민이 아니라 이미지 싸움이더라.
835,사회,세금은 잘도 걷는데 복지는 사라졌네?
836,사회,사과는 했는데 책임은 없대.
837,사회,투표는 했는데 결과는 항상 똑같네?
838,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
839,사회,이해충돌? 그건 권력자에겐 예외지.
840,사회,위기를 기회로 만든다며 남의 집을 태우더라.
841,사회,공정은 우리 편일 때만 외치는 거지.
842,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
843,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
844,사회,정치는 국민이 아니라 이미지 싸움이더라.
845,사회,세금은 잘도 걷는데 복지는 사라졌네?
846,사회,사과는 했는데 책임은 없대.
847,사회,투표는 했는데 결과는 항상 똑같네?
848,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
849,사회,이해충돌? 그건 권력자에겐 예외지.
850,사회,위기를 기회로 만든다며 남의 집을 태우더라.
851,사회,공정은 우리 편일 때만 외치는 거지.
852,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
853,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
854,사회,정치는 국민이 아니라 이미지 싸움이더라.
855,사회,세금은 잘도 걷는데 복지는 사라졌네?
856,사회,사과는 했는데 책임은 없대.
857,사회,투표는 했는데 결과는 항상 똑같네?
858,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
859,사회,이해충돌? 그건 권력자에겐 예외지.
860,사회,위기를 기회로 만든다며 남의 집을 태우더라.
861,사회,공정은 우리 편일 때만 외치는 거지.
862,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
863,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
864,사회,정치는 국민이 아니라 이미지 싸움이더라.
865,사회,세금은 잘도 걷는데 복지는 사라졌네?
866,사회,사과는 했는데 책임은 없대.
867,사회,투표는 했는데 결과는 항상 똑같네?
868,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
869,사회,이해충돌? 그건 권력자에겐 예외지.
870,사회,위기를 기회로 만든다며 남의 집을 태우더라.
871,사회,공정은 우리 편일 때만 외치는 거지.
872,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
873,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
874,사회,정치는 국민이 아니라 이미지 싸움이더라.
875,사회,세금은 잘도 걷는데 복지는 사라졌네?
876,사회,사과는 했는데 책임은 없대.
877,사회,투표는 했는데 결과는 항상 똑같네?
878,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
879,사회,이해충돌? 그건 권력자에겐 예외지.
880,사회,위기를 기회로 만든다며 남의 집을 태우더라.
881,사회,공정은 우리 편일 때만 외치는 거지.
882,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
883,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
884,사회,정치는 국민이 아니라 이미지 싸움이더라.
885,사회,세금은 잘도 걷는데 복지는 사라졌네?
886,사회,사과는 했는데 책임은 없대.
887,사회,투표는 했는데 결과는 항상 똑같네?
888,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
889,사회,이해충돌? 그건 권력자에겐 예외지.
890,사회,위기를 기회로 만든다며 남의 집을 태우더라.
891,사회,공정은 우리 편일 때만 외치는 거지.
892,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
893,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
894,사회,정치는 국민이 아니라 이미지 싸움이더라.
895,사회,세금은 잘도 걷는데 복지는 사라졌네?
896,사회,사과는 했는데 책임은 없대.
897,사회,투표는 했는데 결과는 항상 똑같네?
898,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
899,사회,이해충돌? 그건 권력자에겐 예외지.
900,사회,위기를 기회로 만든다며 남의 집을 태우더라.
901,사회,공정은 우리 편일 때만 외치는 거지.
902,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
903,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
904,사회,정치는 국민이 아니라 이미지 싸움이더라.
905,사회,세금은 잘도 걷는데 복지는 사라졌네?
906,사회,사과는 했는데 책임은 없대.
907,사회,투표는 했는데 결과는 항상 똑같네?
908,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
909,사회,이해충돌? 그건 권력자에겐 예외지.
910,사회,위기를 기회로 만든다며 남의 집을 태우더라.
911,사회,공정은 우리 편일 때만 외치는 거지.
912,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
913,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
914,사회,정치는 국민이 아니라 이미지 싸움이더라.
915,사회,세금은 잘도 걷는데 복지는 사라졌네?
916,사회,사과는 했는데 책임은 없대.
917,사회,투표는 했는데 결과는 항상 똑같네?
918,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
919,사회,이해충돌? 그건 권력자에겐 예외지.
920,사회,위기를 기회로 만든다며 남의 집을 태우더라.
921,사회,공정은 우리 편일 때만 외치는 거지.
922,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
923,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
924,사회,정치는 국민이 아니라 이미지 싸움이더라.
925,사회,세금은 잘도 걷는데 복지는 사라졌네?
